provider,offer_state,offer_created,offer_id,buuid,trading_name,business_type,industry_l1,industry_l2,industry_l3,retail_location,intended_product,primary_service,province,current_transaction_profile,current_size,owner_nationality
Retail Capital,5. offer rejected : provider,2021-11-22 17:50:20,1637603420317-ebc95431-b48d-4279-807a-f54315f059c3,1627813884804-55c2f1f2-3e86-421b-b997-31523714a1ac,Papi's Eatery,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 16:14:26,1637252066026-55776b56-2d02-4745-bea8-b9e62d640965,1605862209224-f9948586-fb13-4ee1-b30e-37fea7db5444,Best Price Fashion Store,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,North West,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-19 00:53:27,1637283207409-6e1a4c5d-cccb-431e-8f62-576f5bcc7745,1605862209224-f9948586-fb13-4ee1-b30e-37fea7db5444,Best Price Fashion Store,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,North West,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-17 13:08:10,1637154490245-59270e5e-adf8-4914-8c7a-33cce08e3b0e,1606889051310-95206022-8197-4872-a136-032c381b2b44,Apstox,Company,Retail,Retail apparel,Clothing and Accessories,Shopify,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-17 07:18:48,1637133527952-c8c45b96-247e-4206-b70d-cdc2dc9b298a,1606889051310-95206022-8197-4872-a136-032c381b2b44,Apstox,Company,Retail,Retail apparel,Clothing and Accessories,Shopify,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-25 11:28:14,1637839694031-a8c5e5b0-d2da-43e6-9389-d2e3c68a2402,1612875502189-071f7d13-9385-4836-bce0-2d58040ca801,GuZ Soft Serve,Sole Proprietor,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-14 08:43:45,1634201025054-5b01b4d1-a903-4902-96b0-ab976c13a7a1,1613234197112-567f98f0-bc7c-41e7-b770-1c8d6c30475b,Pet Lovers Zoom & Groom,Sole Proprietor,"Healthcare, beauty and fitness",Health,Veterinary/Animal Care,Other,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-21 10:23:23,1634811802919-798eb73f-374b-49ed-8b8b-eb4e4608be53,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,Mthizz Kota House,Sole Proprietor,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-11-03 10:45:06,57d4ec76-35a7-41a0-9c48-40b229636de6,1627716477597-8c0b9490-3bfb-4dce-9e68-5873a6b7e858,The Range,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-04 07:50:11,1636012210813-1fc6756b-af91-4c38-97fb-2fde910c4bfd,1598956810701-5ba980b1-2a8e-4c82-b697-85a6800f4697,Linda's,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Takealot,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-29 17:39:19,1638207559056-ec53c484-e1d0-48b6-bc4d-992a08e7dc73,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,La Belle Vie,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-29 09:39:14,1638178754186-52ac7449-4d15-437d-89a7-4d36244ff587,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,La Belle Vie,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-10-27 18:55:36,1635360936423-0942040c-da13-407e-9538-9e5d897ce53c,1605640622472-e6015bcd-8b0f-458d-bf6e-4c3bbbe957ee,Wesselton bottle store,Sole Proprietor,Leisure and entertainment,Public,Ticketing,Yoco Online,Online,Payment Request,Mpumalanga,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-22 19:00:20,1632337219653-e19462e6-b32b-442b-83d1-961544f5a945,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,Let's eat B,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 15:27:23,1635434843179-e6fba58e-1a76-4643-8d7c-0ca1ad2016eb,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,Tloutona (Ga-Martin Mokagane),Sole Proprietor,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Limpopo,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-10-19 07:12:21,1634627541103-ece1e78d-deac-4b49-bae0-25af335b0379,1611953149392-ba17d06d-3794-455d-a7a4-98ea51ee3c92,Angie S,Sole Proprietor,Retail,Retail art,Craft market,Other,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-06 14:05:31,1630937130535-64484514-b7d2-427d-9f6d-7d9cbebb14ab,1616575208705-ee47147c-41f8-4cfc-821e-b1b42c9c6c56,Martha's Tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-05 10:38:12,1633430291830-75c9ca23-969a-4e74-b5d3-44307f109e44,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,NBS nail bar,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-22 11:26:08,1637580368157-2431b6ee-30ff-45a8-b47a-bbefc78e1a01,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,Malik Tikka House,Company,"Food, drink and hospitality",Sit-in,Restaurant,Other,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-15 11:56:33,1636977393293-09cd17ea-7e04-434a-bdcc-db71890adf45,1616842408794-6a7e7172-44df-499f-bfa9-55c77463d6af,Orrinoco bottle store,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-15 13:31:25,1636983084857-9972ea0a-2a7c-43d1-b113-5be1b03dfeac,1616842408794-6a7e7172-44df-499f-bfa9-55c77463d6af,Orrinoco bottle store,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,1 - low_volume,South African
